	Language	Subdomain	Concept	KinRelations	RelFreq	Pi	SumPj	ci	Ci
27	Afrikaans	nephews and nieces	niece	4	0.004812158627733762	0.0012030396569334405	0.004812158627733762	2.0	0.002406079313866881
28	Afrikaans	uncles and aunts	aunt	4	0.009187241098852666	0.0022968102747131665	0.009187241098852666	2.0	0.004593620549426333
29	Afrikaans	uncles and aunts	uncle	4	0.012870314020106832	0.003217578505026708	0.012870314020106832	2.0	0.006435157010053416
30	Afrikaans	siblings	brother	2	0.06875224562416968	0.03437612281208484	0.06875224562416968	1.0	0.03437612281208484
31	Afrikaans	siblings	sister	2	0.05186914039584143	0.025934570197920715	0.05186914039584143	1.0	0.025934570197920715
32	Ainu	parents	father	1	0.21752276112650173	0.21752276112650173	0.21752276112650173	-0.0	-0.0
33	Ainu	parents	mother	1	0.2162855164061086	0.2162855164061086	0.2162855164061086	-0.0	-0.0
34	Ainu	children	son	1	0.12567300196288614	0.12567300196288614	0.12567300196288614	-0.0	-0.0
35	Ainu	children	daughter	1	0.09562326855345037	0.09562326855345037	0.09562326855345037	-0.0	-0.0
36	Ainu	cousins	cousin	8	0.018396402071471328	0.002299550258933916	0.018396402071471328	3.0	0.006898650776801748
37	Ainu	grandchildren	grandchild	4	0.000508558044352874	0.0001271395110882185	0.000508558044352874	2.0	0.000254279022176437
38	Ainu	grandparents	grandmother	2	0.028983458159898653	0.014491729079949327	0.028983458159898653	1.0	0.014491729079949327
39	Ainu	grandparents	grandfather	2	0.025571029331922655	0.012785514665961327	0.025571029331922655	1.0	0.012785514665961327
40	Ainu	nephews and nieces	nephew	4	0.0065542647529686915	0.0016385661882421729	0.0065542647529686915	2.0	0.0032771323764843457
41	Ainu	nephews and nieces	niece	4	0.006298463101916946	0.0015746157754792365	0.006298463101916946	2.0	0.003149231550958473
42	Ainu	uncles and aunts	uncle	4	0.016845495802764746	0.004211373950691186	0.016845495802764746	2.0	0.008422747901382373
43	Ainu	uncles and aunts	aunt	4	0.012024852783539599	0.0030062131958848996	0.012024852783539599	2.0	0.006012426391769799
44	Ainu	siblings	sibling	4	0.0003571652304651066	8.929130761627664e-05	0.0003571652304651066	2.0	0.0001785826152325533
45	Ainu	siblings	elder brother	1	0.035921189907493774	0.035921189907493774	0.035921189907493774	-0.0	-0.0
46	Ainu	siblings	elder sister	1	0.04989054153818579	0.04989054153818579	0.04989054153818579	-0.0	-0.0
47	Ainu	siblings	younger brother	1	0.09778546141484415	0.09778546141484415	0.09778546141484415	-0.0	-0.0
48	Ainu	siblings	younger sister (male speaking)	1	0.044620053561733465	0.044620053561733465	0.044620053561733465	-0.0	-0.0
49	Ainu	siblings	younger sister (female speaking)	1	0.0011388626240725014	0.0011388626240725014	0.0011388626240725014	-0.0	-0.0
50	Akkadian	parents	father	1	0.26756173194596433	0.26756173194596433	0.26756173194596433	-0.0	-0.0
51	Akkadian	parents	mother	1	0.26603987125186956	0.26603987125186956	0.26603987125186956	-0.0	-0.0
52	Akkadian	children	son	1	0.15458283946884707	0.15458283946884707	0.15458283946884707	-0.0	-0.0
53	Akkadian	children	daughter	1	0.11762046057155394	0.11762046057155394	0.11762046057155394	-0.0	-0.0
54	Akkadian	siblings	brother	2	0.11068807474455054	0.05534403737227527	0.11068807474455054	1.0	0.05534403737227527
55	Akkadian	siblings	sister	2	0.08350702201721458	0.04175351100860729	0.08350702201721458	1.0	0.04175351100860729
56	Albanian	parents	father	1	0.16994720525710968	0.16994720525710968	0.16994720525710968	-0.0	-0.0
57	Albanian	parents	mother	1	0.16898056488641466	0.16898056488641466	0.16898056488641466	-0.0	-0.0
58	Albanian	children	son	1	0.09818639368706343	0.09818639368706343	0.09818639368706343	-0.0	-0.0
59	Albanian	children	daughter	1	0.07470899672314353	0.07470899672314353	0.07470899672314353	-0.0	-0.0
60	Albanian	cousins	male cousin	4	0.18917090874731363	0.04729272718682841	0.18917090874731363	2.0	0.09458545437365681
61	Albanian	cousins	female cousin	4	0.11670245116749696	0.02917561279187424	0.11670245116749696	2.0	0.05835122558374848
62	Albanian	grandchildren	grandson	2	0.003469912638686892	0.001734956319343446	0.003469912638686892	1.0	0.001734956319343446
63	Albanian	grandchildren	granddaughter	2	0.0024648649677497638	0.0012324324838748819	0.0024648649677497638	1.0	0.0012324324838748819
64	Albanian	grandparents	grandfather	2	0.01997825399053549	0.009989126995267744	0.01997825399053549	1.0	0.009989126995267744
65	Albanian	grandparents	grandmother	2	0.022644332425040336	0.011322166212520168	0.022644332425040336	1.0	0.011322166212520168
66	Albanian	nephews and nieces	nephew	4	0.005120746773871751	0.0012801866934679378	0.005120746773871751	2.0	0.0025603733869358756
67	Albanian	nephews and nieces	niece	4	0.004920892857567717	0.0012302232143919292	0.004920892857567717	2.0	0.0024604464287838585
68	Albanian	uncles and aunts	paternal uncle	2	9.472501687032167e-05	4.736250843516083e-05	9.472501687032167e-05	1.0	4.736250843516083e-05
69	Albanian	uncles and aunts	maternal uncle	2	7.367501312136129e-05	3.683750656068064e-05	7.367501312136129e-05	1.0	3.683750656068064e-05
70	Albanian	uncles and aunts	paternal aunt	2	0.0001263000224937622	6.31500112468811e-05	0.0001263000224937622	1.0	6.31500112468811e-05
71	Albanian	uncles and aunts	maternal aunt	2	6.31500112468811e-05	3.157500562344055e-05	6.31500112468811e-05	1.0	3.157500562344055e-05
72	Albanian	siblings	brother	2	0.07030575269981228	0.03515287634990614	0.07030575269981228	1.0	0.03515287634990614
73	Albanian	siblings	sister	2	0.05304116140956831	0.026520580704784157	0.05304116140956831	1.0	0.026520580704784157
74	Aleut	parents	father	1	0.16717548293523518	0.16717548293523518	0.16717548293523518	-0.0	-0.0
75	Aleut	parents	mother	1	0.16622460780580214	0.16622460780580214	0.16622460780580214	-0.0	-0.0
76	Aleut	children	son	1	0.09658504096887623	0.09658504096887623	0.09658504096887623	-0.0	-0.0
77	Aleut	children	daughter	1	0.07349054424227389	0.07349054424227389	0.07349054424227389	-0.0	-0.0
78	Aleut	cousins	son of father's brother (male speaking)	1	0.0	0.0	0.0	0.0	0.0
79	Aleut	cousins	son of mother's sister (male speaking)	1	0.0	0.0	0.0	0.0	0.0
80	Aleut	cousins	daughter of father's brother (female speaking)	1	0.0	0.0	0.0	0.0	0.0
81	Aleut	cousins	daughter of mother's sister (female speaking)	1	0.0	0.0	0.0	0.0	0.0
82	Aleut	cousins	daughter of father's brother (male speaking)	1	0.0	0.0	0.0	0.0	0.0
83	Aleut	cousins	daughter of mother's sister (male speaking)	1	0.0	0.0	0.0	0.0	0.0
84	Aleut	cousins	son of father's brother (female speaking)	1	0.0	0.0	0.0	0.0	0.0
85	Aleut	cousins	son of mother's sister (female speaking)	1	0.0	0.0	0.0	0.0	0.0
86	Aleut	cousins	child of mother's brother	2	0.0	0.0	0.0	0.0	0.0
87	Aleut	cousins	child of father's sister	2	9.218598225501173e-05	4.6092991127505865e-05	9.218598225501173e-05	1.0	4.6092991127505865e-05
88	Aleut	grandchildren	grandchild	4	0.00039084846213333714	9.771211553333429e-05	0.00039084846213333714	2.0	0.00019542423106666857
89	Aleut	grandparents	grandfather	2	0.019652422374452888	0.009826211187226444	0.019652422374452888	1.0	0.009826211187226444
90	Aleut	grandparents	grandmother	2	0.02227501889881037	0.011137509449405185	0.02227501889881037	1.0	0.011137509449405185
91	Aleut	nephews and nieces	brother's son (male speaking)	2	0.0	0.0	0.0	0.0	0.0
92	Aleut	nephews and nieces	sister's son (female speaking)	2	0.0	0.0	0.0	0.0	0.0
93	Aleut	nephews and nieces	brother's daughter (male speaking)	2	0.0	0.0	0.0	0.0	0.0
94	Aleut	nephews and nieces	sister's daughter (female speaking)	2	0.0	0.0	0.0	0.0	0.0
95	Aleut	nephews and nieces	sister's child (male speaking)	4	0.0	0.0	0.0	0.0	0.0
96	Aleut	nephews and nieces	brother's child (female speaking)	4	0.0	0.0	0.0	0.0	0.0
97	Aleut	uncles and aunts	paternal uncle	2	9.318011683326485e-05	4.6590058416632425e-05	9.318011683326485e-05	1.0	4.6590058416632425e-05
98	Aleut	uncles and aunts	maternal uncle	2	7.247342420365043e-05	3.6236712101825216e-05	7.247342420365043e-05	1.0	3.6236712101825216e-05
99	Aleut	uncles and aunts	paternal aunt	2	0.00012424015577768648	6.212007788884324e-05	0.00012424015577768648	1.0	6.212007788884324e-05
100	Aleut	uncles and aunts	maternal aunt	2	6.212007788884324e-05	3.106003894442162e-05	6.212007788884324e-05	1.0	3.106003894442162e-05
101	Aleut	siblings	brother (male speaking)	2	0.07164663554367222	0.03582331777183611	0.07164663554367222	1.0	0.03582331777183611
102	Aleut	siblings	brother (female speaking)	2	0.07164663554367222	0.03582331777183611	0.07164663554367222	1.0	0.03582331777183611
103	Aleut	siblings	sister (male speaking)	2	0.16717548293523518	0.08358774146761759	0.16717548293523518	1.0	0.08358774146761759
104	Aleut	siblings	sister (female speaking)	2	0.14329327108734444	0.07164663554367222	0.14329327108734444	1.0	0.07164663554367222
105	Amharic	parents	father	1	0.2564032876397626	0.2564032876397626	0.2564032876397626	-0.0	-0.0
106	Amharic	parents	mother	1	0.2549448949075223	0.2549448949075223	0.2549448949075223	-0.0	-0.0
107	Amharic	children	son	1	0.1481360879384152	0.1481360879384152	0.1481360879384152	-0.0	-0.0
108	Amharic	children	daughter	1	0.11271519497541654	0.11271519497541654	0.11271519497541654	-0.0	-0.0
109	Amharic	cousins	child of parent's brother	4	0.0	0.0	0.0	0.0	0.0
110	Amharic	cousins	child of parent's sister	4	0.0	0.0	0.0	0.0	0.0
111	Amharic	grandchildren	grandchild	4	0.0005994588973238185	0.00014986472433095463	0.0005994588973238185	2.0	0.00029972944866190926
112	Amharic	grandparents	grandparent	4	8.153461477714897e-05	2.0383653694287243e-05	8.153461477714897e-05	2.0	4.0767307388574485e-05
113	Amharic	nephews and nieces	brother's child	4	0.003884898297618779	0.0009712245744046947	0.003884898297618779	2.0	0.0019424491488093895
114	Amharic	nephews and nieces	sister's child	4	0.0031079186380950233	0.0007769796595237558	0.0031079186380950233	2.0	0.0015539593190475117
115	Amharic	uncles and aunts	uncle	4	0.019856499077992217	0.004964124769498054	0.019856499077992217	2.0	0.009928249538996108
116	Amharic	uncles and aunts	aunt	4	0.014174203063240094	0.0035435507658100234	0.014174203063240094	2.0	0.007087101531620047
117	Amharic	siblings	brother	2	0.10607191865819664	0.05303595932909832	0.10607191865819664	1.0	0.05303595932909832
118	Amharic	siblings	sister	2	0.08002442961665399	0.04001221480832699	0.08002442961665399	1.0	0.04001221480832699
119	Arabic	parents	father	1	0.2382446485366115	0.2382446485366115	0.2382446485366115	-0.0	-0.0
120	Arabic	parents	mother	1	0.23688954007790444	0.23688954007790444	0.23688954007790444	-0.0	-0.0
121	Arabic	children	son	1	0.1376449987492406	0.1376449987492406	0.1376449987492406	-0.0	-0.0
122	Arabic	children	daughter	1	0.10473263529047398	0.10473263529047398	0.10473263529047398	-0.0	-0.0
123	Arabic	cousins	son of father's brother	1	0.0003570331236307758	0.0003570331236307758	0.0003570331236307758	-0.0	-0.0
124	Arabic	cousins	daughter of father's brother	1	4.945913400945812e-05	4.945913400945812e-05	4.945913400945812e-05	-0.0	-0.0
125	Arabic	cousins	son of father's sister	1	0.004371461440636577	0.004371461440636577	0.004371461440636577	-0.0	-0.0
126	Arabic	cousins	daughter of father's sister	1	0.024043037923501175	0.024043037923501175	0.024043037923501175	-0.0	-0.0
127	Arabic	cousins	son of mother's brother	1	0.004371461440636577	0.004371461440636577	0.004371461440636577	-0.0	-0.0
128	Arabic	cousins	daughter of mother's brother	1	9.273587626773398e-06	9.273587626773398e-06	9.273587626773398e-06	-0.0	-0.0
129	Arabic	cousins	son of mother's sister	1	9.273587626773398e-05	9.273587626773398e-05	9.273587626773398e-05	-0.0	-0.0
130	Arabic	cousins	daughter of mother's sister	1	4.945913400945812e-05	4.945913400945812e-05	4.945913400945812e-05	-0.0	-0.0
131	Arabic	cousins	son of parent's brother	2	0.0018432206596624143	0.0009216103298312072	0.0018432206596624143	1.0	0.0009216103298312072
132	Arabic	cousins	daughter of parent's brother	2	0.0011059323957974484	0.0005529661978987242	0.0011059323957974484	1.0	0.0005529661978987242
133	Arabic	cousins	son of parent's sister	2	0.0017426813509535553	0.0008713406754767777	0.0017426813509535553	1.0	0.0008713406754767777
134	Arabic	cousins	daughter of parent's sister	2	0.0028151006438480505	0.0014075503219240252	0.0028151006438480505	1.0	0.0014075503219240252
135	Arabic	grandchildren	grandson	2	0.004864381946181611	0.0024321909730908053	0.004864381946181611	1.0	0.0024321909730908053
136	Arabic	grandchildren	granddaughter	2	0.0034554312737495384	0.0017277156368747692	0.0034554312737495384	1.0	0.0017277156368747692
137	Arabic	grandparents	grandfather	2	0.028007004252581926	0.014003502126290963	0.028007004252581926	1.0	0.014003502126290963
138	Arabic	grandparents	grandmother	2	0.03174451154867836	0.01587225577433918	0.03174451154867836	1.0	0.01587225577433918
139	Arabic	nephews and nieces	brother's son	2	8.852838863595755e-05	4.4264194317978776e-05	8.852838863595755e-05	1.0	4.4264194317978776e-05
140	Arabic	nephews and nieces	sister's son	2	2.9509462878652516e-05	1.4754731439326258e-05	2.9509462878652516e-05	1.0	1.4754731439326258e-05
141	Arabic	nephews and nieces	brother's daughter	2	1.4754731439326258e-05	7.377365719663129e-06	1.4754731439326258e-05	1.0	7.377365719663129e-06
142	Arabic	nephews and nieces	sister's daughter	2	1.4754731439326258e-05	7.377365719663129e-06	1.4754731439326258e-05	1.0	7.377365719663129e-06
143	Arabic	uncles and aunts	paternal uncle	2	0.00013279258295393633	6.639629147696816e-05	0.00013279258295393633	1.0	6.639629147696816e-05
144	Arabic	uncles and aunts	maternal uncle	2	0.0001032831200752838	5.16415600376419e-05	0.0001032831200752838	1.0	5.16415600376419e-05
145	Arabic	uncles and aunts	paternal aunt	2	0.0001770567772719151	8.852838863595755e-05	0.0001770567772719151	1.0	8.852838863595755e-05
146	Arabic	uncles and aunts	maternal aunt	2	8.852838863595755e-05	4.4264194317978776e-05	8.852838863595755e-05	1.0	4.4264194317978776e-05
147	Arabic	siblings	brother	2	0.09855983990279812	0.04927991995139906	0.09855983990279812	1.0	0.04927991995139906
148	Arabic	siblings	sister	2	0.07435705011375955	0.037178525056879776	0.07435705011375955	1.0	0.037178525056879776
149	Archi	parents	father	1	0.26756173194596433	0.26756173194596433	0.26756173194596433	-0.0	-0.0
150	Archi	parents	mother	1	0.26603987125186956	0.26603987125186956	0.26603987125186956	-0.0	-0.0
151	Archi	children	son	1	0.15458283946884707	0.15458283946884707	0.15458283946884707	-0.0	-0.0
152	Archi	children	daughter	1	0.11762046057155394	0.11762046057155394	0.11762046057155394	-0.0	-0.0
153	Archi	siblings	brother	2	0.11068807474455054	0.05534403737227527	0.11068807474455054	1.0	0.05534403737227527
154	Archi	siblings	sister	2	0.08350702201721458	0.04175351100860729	0.08350702201721458	1.0	0.04175351100860729
155	Armenian	parents	father	1	0.1726182523580045	0.1726182523580045	0.1726182523580045	-0.0	-0.0
156	Armenian	parents	mother	1	0.17163641937525181	0.17163641937525181	0.17163641937525181	-0.0	-0.0
157	Armenian	children	son	1	0.09972958165422287	0.09972958165422287	0.09972958165422287	-0.0	-0.0
158	Armenian	children	daughter	1	0.07588319225525725	0.07588319225525725	0.07588319225525725	-0.0	-0.0
159	Armenian	cousins	male cousin	4	0.19214409331141816	0.04803602332785454	0.19214409331141816	2.0	0.09607204665570908
160	Armenian	cousins	female cousin	4	0.11853665458017837	0.029634163645044592	0.11853665458017837	2.0	0.059268327290089184
161	Armenian	grandchildren	grandchild	4	0.00040357340254496357	0.00010089335063624089	0.00040357340254496357	2.0	0.00020178670127248178
162	Armenian	grandparents	grandfather	2	0.020292250665688977	0.010146125332844489	0.020292250665688977	1.0	0.010146125332844489
163	Armenian	grandparents	grandmother	2	0.023000231649061682	0.011500115824530841	0.023000231649061682	1.0	0.011500115824530841
164	Armenian	nephews and nieces	brother's son	2	6.414253509690423e-05	3.2071267548452114e-05	6.414253509690423e-05	1.0	3.2071267548452114e-05
165	Armenian	nephews and nieces	sister's son	2	2.138084503230141e-05	1.0690422516150704e-05	2.138084503230141e-05	1.0	1.0690422516150704e-05
166	Armenian	nephews and nieces	brother's daughter	2	1.0690422516150704e-05	5.345211258075352e-06	1.0690422516150704e-05	1.0	5.345211258075352e-06
167	Armenian	nephews and nieces	sister's daughter	2	1.0690422516150704e-05	5.345211258075352e-06	1.0690422516150704e-05	1.0	5.345211258075352e-06
168	Armenian	uncles and aunts	paternal uncle	2	9.621380264535633e-05	4.8106901322678165e-05	9.621380264535633e-05	1.0	4.8106901322678165e-05
169	Armenian	uncles and aunts	maternal uncle	2	7.483295761305492e-05	3.741647880652746e-05	7.483295761305492e-05	1.0	3.741647880652746e-05
170	Armenian	uncles and aunts	paternal aunt	2	0.00012828507019380846	6.414253509690423e-05	0.00012828507019380846	1.0	6.414253509690423e-05
171	Armenian	uncles and aunts	maternal aunt	2	6.414253509690423e-05	3.2071267548452114e-05	6.414253509690423e-05	1.0	3.2071267548452114e-05
172	Armenian	siblings	brother	2	0.07141074278565074	0.03570537139282537	0.07141074278565074	1.0	0.03570537139282537
173	Armenian	siblings	sister	2	0.05387480524735183	0.026937402623675916	0.05387480524735183	1.0	0.026937402623675916
174	Aromanian	parents	father	1	0.24707579293683732	0.24707579293683732	0.24707579293683732	-0.0	-0.0
175	Aromanian	parents	mother	1	0.24567045393339265	0.24567045393339265	0.24567045393339265	-0.0	-0.0
176	Aromanian	children	son	1	0.1427471610323806	0.1427471610323806	0.1427471610323806	-0.0	-0.0
177	Aromanian	children	daughter	1	0.10861481703662232	0.10861481703662232	0.10861481703662232	-0.0	-0.0
178	Aromanian	grandparents	grandmother	2	0.0329212026816082	0.0164606013408041	0.0329212026816082	1.0	0.0164606013408041
179	Aromanian	grandparents	grandfather	2	0.029045155162965464	0.014522577581482732	0.029045155162965464	1.0	0.014522577581482732
180	Aromanian	nephews and nieces	nephew	4	0.007444738897994822	0.0018611847244987055	0.007444738897994822	2.0	0.003722369448997411
181	Aromanian	nephews and nieces	niece	4	0.00715418357660753	0.0017885458941518824	0.00715418357660753	2.0	0.003577091788303765
182	Aromanian	siblings	brother	2	0.10221321127374412	0.05110660563687206	0.10221321127374412	1.0	0.05110660563687206
183	Aromanian	siblings	sister	2	0.07711328346784695	0.03855664173392347	0.07711328346784695	1.0	0.03855664173392347
184	Assamese	parents	father	1	0.22801573277090578	0.22801573277090578	0.22801573277090578	-0.0	-0.0
185	Assamese	parents	mother	1	0.22671880522145585	0.22671880522145585	0.22671880522145585	-0.0	-0.0
186	Assamese	children	son	1	0.1317352790286724	0.1317352790286724	0.1317352790286724	-0.0	-0.0
187	Assamese	children	daughter	1	0.10023599156358662	0.10023599156358662	0.10023599156358662	-0.0	-0.0
188	Assamese	uncles and aunts	father's elder brother	1	0.018826987107792282	0.018826987107792282	0.018826987107792282	-0.0	-0.0
189	Assamese	uncles and aunts	father's younger brother	1	0.029286424389899104	0.029286424389899104	0.029286424389899104	-0.0	-0.0
190	Assamese	uncles and aunts	maternal uncle	2	9.884871056489768e-05	4.942435528244884e-05	9.884871056489768e-05	1.0	4.942435528244884e-05
191	Assamese	uncles and aunts	parent's elder sister	2	0.009871853266693268	0.004935926633346634	0.009871853266693268	1.0	0.004935926633346634
192	Assamese	uncles and aunts	father's younger sister	1	0.0	0.0	0.0	0.0	0.0
193	Assamese	uncles and aunts	mother's younger sister	1	0.018826987107792282	0.018826987107792282	0.018826987107792282	-0.0	-0.0
194	Assamese	siblings	elder brother	1	0.037653974215584564	0.037653974215584564	0.037653974215584564	-0.0	-0.0
195	Assamese	siblings	younger brother	1	0.10250248536464687	0.10250248536464687	0.10250248536464687	-0.0	-0.0
196	Assamese	siblings	elder sister	1	0.052297186410534116	0.052297186410534116	0.052297186410534116	-0.0	-0.0
197	Assamese	siblings	younger sister	1	0.04392963658484866	0.04392963658484866	0.04392963658484866	-0.0	-0.0
198	Asturian	parents	father	1	0.16625657531604743	0.16625657531604743	0.16625657531604743	-0.0	-0.0
199	Asturian	parents	mother	1	0.1653109268286195	0.1653109268286195	0.1653109268286195	-0.0	-0.0
200	Asturian	children	son	1	0.09605414535854176	0.09605414535854176	0.09605414535854176	-0.0	-0.0
201	Asturian	children	daughter	1	0.07308659134286075	0.07308659134286075	0.07308659134286075	-0.0	-0.0
202	Asturian	cousins	male cousin	4	0.18506281047794484	0.04626570261948621	0.18506281047794484	2.0	0.09253140523897242
203	Asturian	cousins	female cousin	4	0.11416810198639384	0.02854202549659846	0.11416810198639384	2.0	0.05708405099319692
204	Asturian	grandchildren	grandson	2	0.003394558863625784	0.001697279431812892	0.003394558863625784	1.0	0.001697279431812892
205	Asturian	grandchildren	granddaughter	2	0.002411337141641119	0.0012056685708205595	0.002411337141641119	1.0	0.0012056685708205595
206	Asturian	grandparents	grandfather	2	0.019544399593012043	0.009772199796506021	0.019544399593012043	1.0	0.009772199796506021
207	Asturian	grandparents	grandmother	2	0.022152580582950398	0.011076290291475199	0.022152580582950398	1.0	0.011076290291475199
208	Asturian	nephews and nieces	nephew	4	0.00500954293656441	0.0012523857341411025	0.00500954293656441	2.0	0.002504771468282205
209	Asturian	nephews and nieces	niece	4	0.004814029114269184	0.001203507278567296	0.004814029114269184	2.0	0.002407014557134592
210	Asturian	uncles and aunts	uncle	4	0.012875316712441728	0.003218829178110432	0.012875316712441728	2.0	0.006437658356220864
211	Asturian	uncles and aunts	aunt	4	0.009190812180378127	0.0022977030450945317	0.009190812180378127	2.0	0.0045954060901890635
212	Asturian	siblings	brother	2	0.06877896962885624	0.03438948481442812	0.06877896962885624	1.0	0.03438948481442812
213	Asturian	siblings	sister	2	0.051889301935852845	0.025944650967926423	0.051889301935852845	1.0	0.025944650967926423
214	Azerbaijani	parents	father	1	0.3063197399519945	0.3063197399519945	0.3063197399519945	-0.0	-0.0
215	Azerbaijani	parents	mother	1	0.30457742811738425	0.30457742811738425	0.30457742811738425	-0.0	-0.0
216	Azerbaijani	children	son	1	0.1769751408123682	0.1769751408123682	0.1769751408123682	-0.0	-0.0
217	Azerbaijani	children	daughter	1	0.13465852770974213	0.13465852770974213	0.13465852770974213	-0.0	-0.0
218	Azerbaijani	grandparents	grandfather	2	0.03600961579696063	0.018004807898480316	0.03600961579696063	1.0	0.018004807898480316
219	Azerbaijani	grandparents	grandmother	2	0.0408150637683681	0.02040753188418405	0.0408150637683681	1.0	0.02040753188418405
220	Azerbaijani	uncles and aunts	paternal uncle	2	0.0001707362147601503	8.536810738007515e-05	0.0001707362147601503	1.0	8.536810738007515e-05
221	Azerbaijani	uncles and aunts	maternal uncle	2	0.00013279483370233914	6.639741685116957e-05	0.00013279483370233914	1.0	6.639741685116957e-05
222	Azerbaijani	uncles and aunts	paternal aunt	2	0.0002276482863468671	0.00011382414317343354	0.0002276482863468671	1.0	0.00011382414317343354
223	Azerbaijani	uncles and aunts	maternal aunt	2	0.00011382414317343354	5.691207158671677e-05	0.00011382414317343354	1.0	5.691207158671677e-05
224	Baluchi	parents	father	1	0.26756173194596433	0.26756173194596433	0.26756173194596433	-0.0	-0.0
225	Baluchi	parents	mother	1	0.26603987125186956	0.26603987125186956	0.26603987125186956	-0.0	-0.0
226	Baluchi	children	son	1	0.15458283946884707	0.15458283946884707	0.15458283946884707	-0.0	-0.0
227	Baluchi	children	daughter	1	0.11762046057155394	0.11762046057155394	0.11762046057155394	-0.0	-0.0
228	Baluchi	siblings	brother	2	0.11068807474455054	0.05534403737227527	0.11068807474455054	1.0	0.05534403737227527
229	Baluchi	siblings	sister	2	0.08350702201721458	0.04175351100860729	0.08350702201721458	1.0	0.04175351100860729
230	Basque	parents	father	1	0.16368037789769854	0.16368037789769854	0.16368037789769854	-0.0	-0.0
231	Basque	parents	mother	1	0.16274938252812382	0.16274938252812382	0.16274938252812382	-0.0	-0.0
232	Basque	children	son	1	0.09456575645828935	0.09456575645828935	0.09456575645828935	-0.0	-0.0
233	Basque	children	daughter	1	0.07195409184577034	0.07195409184577034	0.07195409184577034	-0.0	-0.0
234	Basque	grandparents	grandfather	2	0.01924155303383697	0.009620776516918485	0.01924155303383697	1.0	0.009620776516918485
235	Basque	grandparents	grandmother	2	0.0218093194469678	0.0109046597234839	0.0218093194469678	1.0	0.0109046597234839
236	Basque	uncles and aunts	uncle	4	0.012675809669715972	0.003168952417428993	0.012675809669715972	2.0	0.006337904834857986
237	Basque	uncles and aunts	aunt	4	0.009048397682986912	0.002262099420746728	0.009048397682986912	2.0	0.004524198841493456
238	Basque	siblings	brother (male speaking)	2	0.07014873338472795	0.035074366692363974	0.07014873338472795	1.0	0.035074366692363974
